contig length Sample340 Sample341 Sample342 Sample343 Sample344 Sample345 Sample346 Sample347 Sample348 Sample349 Sample34 Sample353 Sample354 Sample355 Sample356 Sample357 Sample358 Sample359 Sample35
k127_258864224_2 681 7.17642023509379e-08 0 3.22846431089285e-08 3.57986388140369e-08 1.3419144288007e-07 4.36894203862219e-08 3.12625704842006e-08 1.02286357859788e-07 1.09311364275421e-07 0 2.53472519197465e-07 1.08952333608268e-07 1.56392628855699e-07 1.93956471512837e-07 1.2365940070821e-07 2.01813027696921e-07 6.08329472215479e-08 1.01802031697081e-07 3.28963243061762e-08
k127_258868392_1 465 0 0 0 0 2.68382885760141e-08 2.1844710193111e-08 0 4.09145431439152e-08 3.64371214251404e-08 5.95402309321443e-08 0 7.2634889072179e-08 0 7.75825886051349e-08 0 1.0090651384846e-07 3.0416473610774e-08 3.39340105656935e-08 0
k127_75608653_6 1251 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_16805499_1 969 0 0 0 0 0 0 0 0 0 0 0 3.63174445360895e-08 0 0 6.18297003541049e-08 0 0 0 0
k127_154246076_1 1701 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_239255791_1 2055 0 0 0 0 5.36765771520282e-08 0 0 0 0 0 1.44841439541409e-07 0 0 0 0 0 0 0 0
k127_173997362_2 603 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_3623756_3 2304 0 6.79966378382454e-08 0 0 0 0 0 0 7.28742428502807e-08 0 0 0 0 0 0 0 0 0 0
k127_115036967_6 1923 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_62615464_2 1593 1.39940194584329e-06 4.75976464867718e-07 3.87415717307142e-07 1.43194555256148e-07 5.63604060096296e-07 1.33252732177977e-06 6.25251409684013e-08 1.16606447960158e-06 1.09311364275421e-06 1.51827588876968e-06 2.17262159312113e-07 3.66806189814504e-06 1.91580970348231e-06 2.71539060117972e-07 8.65615804957468e-07 2.52266284621151e-06 8.51661261101671e-07 3.1219289720438e-06 9.86889729185287e-07
k127_121454644_1 1080 0 6.79966378382454e-08 0 0 0 0 9.37877114526019e-08 1.02286357859788e-07 0 0 0 1.81587222680447e-07 0 0 0 0 0 0 0
k127_258880114_2 678 0 6.79966378382454e-08 0 3.57986388140369e-08 0 0 3.12625704842006e-08 0 7.28742428502807e-08 0 2.89682879082818e-07 0 0 0 6.18297003541049e-08 0 2.12915315275418e-07 0 0
k127_43013831_1 1776 0 0 0 0 8.05148657280423e-08 0 0 0 0 0 7.24207197707044e-08 0 0 0 0 6.72710092323069e-08 0 3.39340105656935e-08 0
k127_186862792_2 6294 1.07646303526407e-07 0 0 0 0 0 1.25050281936803e-07 0 7.28742428502807e-08 2.97701154660721e-08 0 0 0 0 0 0 0 0 0
k127_245779541_11 1035 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_16818991_2 1938 0 0 9.68539293267855e-08 0 0 0 0 6.13718147158728e-08 0 2.97701154660721e-08 3.62103598853522e-08 0 0 0 0 0 0 0 3.28963243061762e-08
k127_36440263_2 564 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_219719116_1 1065 0 6.79966378382454e-08 0 3.57986388140369e-08 2.68382885760141e-08 0 0 4.09145431439152e-08 1.82185607125702e-07 8.93103463982164e-08 0 0 0 7.75825886051349e-08 6.18297003541049e-08 0 1.5208236805387e-07 3.39340105656935e-08 6.57926486123524e-08
k127_3637851_1 948 3.58821011754689e-08 0 0 0 5.36765771520282e-08 0 0 2.04572715719576e-08 7.28742428502807e-08 0 7.24207197707044e-08 7.2634889072179e-08 0 3.87912943025674e-08 3.09148501770524e-08 0 0 0 0
k127_82291975_3 1302 0 0 0 0 0 0 0 0 0 0 0 0 3.90981572139247e-08 0 3.09148501770524e-08 0 3.0416473610774e-08 0 6.57926486123524e-08
k127_43027072_1 1149 0 0 0 0 0 0 0 4.09145431439152e-08 0 0 0 0 0 0 0 0 0 0 0
k127_69090090_2 1734 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_232677042_2 696 1.07646303526407e-07 6.79966378382454e-08 0 0 0 8.73788407724438e-08 0 2.04572715719576e-08 3.64371214251404e-08 0 3.62103598853522e-08 7.2634889072179e-08 0 3.87912943025674e-08 0 1.68177523080767e-07 3.0416473610774e-08 3.39340105656935e-08 0
k127_16837403_1 1656 3.2293891057922e-07 4.41978145948595e-07 2.00164787275357e-06 1.07395916442111e-07 5.36765771520282e-07 4.36894203862219e-07 6.25251409684013e-08 1.63658172575661e-07 7.28742428502807e-08 1.19080461864289e-07 6.5178647793634e-07 1.34374544783531e-06 1.17294471641774e-07 6.59452003143646e-07 4.01893052301682e-07 3.69990550777688e-07 9.12494208323219e-07 1.35736042262774e-06 1.97377945837057e-07
k127_174024140_5 546 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_108502296_1 168 5.00555311397792e-05 3.38623256434462e-05 4.34874142677267e-05 1.61093874663166e-05 5.35960622863001e-05 3.04078365888104e-05 5.03640010500472e-05 5.17364398054808e-05 2.78743978902324e-05 4.35834490423296e-05 1.0175111127784e-05 2.15725620544372e-05 2.181677172537e-05 1.2917501002755e-05 1.37261934786113e-05 3.40054951669312e-05 1.00070198179446e-05 2.75544165793431e-05 3.845580311392e-05
k127_206599483_1 951 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_95404899_1 225 0 6.79966378382454e-08 0 7.15972776280738e-08 1.61029731456085e-07 0 6.25251409684013e-08 0 0 0 0 0 0 0 0 6.72710092323069e-08 0 0 0
k127_43038899_3 1938 0 3.39983189191227e-08 0 0 0 0 0 4.09145431439152e-08 0 0 0 1.08952333608268e-07 0 0 0 0 0 3.39340105656935e-08 3.28963243061762e-08
k127_115066828_1 156 3.58821011754689e-07 5.57572430273613e-06 2.00164787275357e-06 4.68962168463884e-06 2.38860768326525e-06 4.5873891405533e-07 4.25170958585129e-06 2.10709897191163e-06 1.74898182840674e-06 6.25172424787515e-07 2.4985148320893e-06 2.54222111752627e-07 2.54138021890511e-06 3.49121648723107e-07 1.57665735902967e-06 1.0090651384846e-07 1.46911567540038e-05 1.28949240149635e-06 1.28295664794087e-06
k127_128126247_1 1542 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_128126247_3 837 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_128126247_9 1479 0 0 0 0 0 0 0 0 3.64371214251404e-08 0 0 0 0 0 0 0 0 0 0
k127_128126247_11 1149 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_128126247_12 1389 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_128126247_13 2415 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_128126247_15 1026 0 0 0 0 0 0 0 0 0 0 0 0 0 3.87912943025674e-08 0 0 6.08329472215479e-08 0 0
k127_128126247_17 789 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_141068493_1 825 0 0 0 0 2.68382885760141e-08 0 6.25251409684013e-08 2.04572715719576e-08 0 0 3.62103598853522e-08 7.2634889072179e-08 3.90981572139247e-08 1.16373882907702e-07 0 0 0 0 3.28963243061762e-08
k127_115072331_1 1074 2.39333614840378e-05 1.21373998541268e-05 8.65228435319283e-06 1.29591072506814e-05 2.04507758949227e-05 1.26480872018112e-05 3.53267046471467e-05 1.5915757282983e-05 2.69634698546039e-05 1.9797126784938e-05 1.93001218188927e-05 2.83276067381498e-05 2.77205934646726e-05 2.71151147174946e-05 3.1254913529e-05 1.98785832281467e-05 2.56106707802717e-05 2.15480967092154e-05 3.29621169547886e-05
k127_258914960_1 915 0 0 0 0 0 0 0 0 0 0 0 7.2634889072179e-08 0 0 0 0 0 0 0
k127_258914960_6 2247 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_95414887_2 516 0 0 0 0 0 0 0 0 0 0 3.62103598853522e-08 0 0 0 0 0 0 0 0
k127_154288358_1 594 3.58821011754689e-08 6.79966378382454e-08 0 0 8.05148657280423e-08 0 6.56513980168213e-07 0 1.82185607125702e-07 2.97701154660721e-08 0 0 3.90981572139247e-08 0 0 1.0090651384846e-07 0 0 6.57926486123524e-08
k127_49497184_1 882 0 1.01994956757368e-07 1.29138572435714e-07 2.14791832884222e-07 0 1.96602391737999e-07 3.12625704842006e-08 1.02286357859788e-07 0 0 1.44841439541409e-07 2.17904667216537e-07 7.81963144278495e-08 1.5516517721027e-07 5.87382153363996e-07 6.72710092323069e-08 1.21665894443096e-07 3.05406095091242e-07 0
k127_200056487_1 1638 0 0 0 0 0 0 0 2.04572715719576e-08 0 0 0 0 0 0 0 0 0 0 0
k127_160878313_12 501 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_115079851_2 234 0 0 0 0 0 0 0 0 0 2.97701154660721e-08 0 0 0 0 0 0 0 0 0
k127_200058832_1 1518 3.58821011754689e-08 0 0 0 0 0 1.56312852421003e-07 0 0 0 0 7.2634889072179e-08 2.73687100497473e-07 7.75825886051349e-08 6.18297003541049e-08 3.36355046161535e-08 4.56247104161609e-07 2.03604063394161e-07 1.31585297224705e-07
k127_219749373_2 609 0 3.39983189191227e-08 0 0 1.07353154304056e-07 4.36894203862219e-08 0 0 0 2.08390808262505e-07 0 0 0 7.75825886051349e-08 9.27445505311573e-08 1.0090651384846e-07 0 0 3.28963243061762e-08
k127_200062090_3 1104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_16863909_3 237 7.17642023509379e-08 0 0 3.57986388140369e-08 0 6.55341305793329e-08 9.37877114526019e-08 6.13718147158728e-08 1.09311364275421e-07 2.97701154660721e-08 3.62103598853522e-08 2.17904667216537e-07 2.34588943283548e-07 3.87912943025674e-08 6.18297003541049e-08 6.72710092323069e-08 1.21665894443096e-07 6.78680211313871e-08 6.57926486123524e-08
k127_180484157_2 1185 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_147834005_7 1728 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_147834795_3 2412 0 0 3.55131074198213e-07 0 5.36765771520282e-08 0 3.12625704842006e-08 1.22743629431746e-07 7.28742428502807e-08 0 2.89682879082818e-07 1.45269778144358e-07 3.90981572139247e-07 4.65495531630809e-07 2.16403951239367e-07 3.36355046161535e-07 3.0416473610774e-07 1.35736042262774e-07 1.31585297224705e-07
k127_167418004_4 705 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_10280165_7 762 7.17642023509379e-08 6.79966378382454e-08 0 0 1.07353154304056e-07 0 1.87575422905204e-07 2.25029987291534e-07 7.28742428502807e-08 5.95402309321443e-08 2.17262159312113e-07 7.2634889072179e-08 0 3.87912943025674e-08 0 1.0090651384846e-07 9.12494208323219e-08 3.39340105656935e-08 3.28963243061762e-07
k127_134607942_1 1290 0 0 0 0 0 0 0 0 0 5.95402309321443e-08 0 3.63174445360895e-08 1.17294471641774e-07 0 0 6.72710092323069e-08 0 0 0
k127_134610034_2 1221 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_245833147_3 1158 0 0 0 0 0 0 0 0 0 0 0 1.45269778144358e-07 0 0 1.2365940070821e-07 0 0 0 0
k127_186913013_4 1395 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_167423749_1 1410 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_213056850_2 1206 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_3686223_4 255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_245835284_4 972 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_245835284_5 1035 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_43071991_3 3051 0 0 3.71273395752678e-05 0 4.64302392365044e-05 1.31068261158666e-07 1.76946148940576e-05 0 0 5.95402309321443e-08 0 1.45269778144358e-07 0 0 0 0 0 0 0
k127_43074625_1 225 0 0 0 0 0 0 0 0 0 0 0 3.63174445360895e-08 0 0 0 0 0 0 0
k127_213059519_4 1980 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_160901713_1 1104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_56042689_1 573 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_56042689_2 843 0 0 0 0 0 0 0 0 0 0 0 7.2634889072179e-08 0 0 6.18297003541049e-08 0 0 0 0
k127_56042689_3 1107 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_134620475_7 603 0 3.39983189191227e-08 6.4569286217857e-08 0 0 0 0 2.04572715719576e-08 0 0 0 0 3.90981572139247e-08 0 1.2365940070821e-07 0 2.43331788886192e-07 0 0
k127_167432532_1 1752 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_180503996_82 3327 0 0 0 0 0 0 3.12625704842006e-08 0 0 0 0 0 0 0 0 0 0 0 3.28963243061762e-08
k127_180503996_85 1269 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_180503996_89 4446 0 0 0 0 0 0 0 0 0 0 0 0 3.90981572139247e-08 0 0 0 0 0 0
k127_115107306_2 876 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_56048227_1 969 0 0 0 0 0 0 0 0 0 0 0 3.63174445360895e-08 0 0 0 0 0 0 0
k127_141106701_19 726 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.28963243061762e-08
k127_62690787_2 3765 0 0 6.13408219069641e-07 0 1.61029731456085e-07 4.36894203862219e-08 5.0020112774721e-07 2.25029987291534e-07 7.28742428502807e-08 1.78620692796433e-07 0 1.45269778144358e-07 0 7.75825886051349e-08 3.09148501770524e-08 2.01813027696921e-07 6.08329472215479e-08 6.78680211313871e-08 1.97377945837057e-07
k127_245848878_1 1158 3.58821011754689e-07 0 6.4569286217857e-08 2.14791832884222e-07 5.36765771520282e-07 6.55341305793329e-08 8.44089403073417e-07 2.65944530435449e-07 6.92305307077667e-07 7.74023002117876e-07 1.01389007678986e-06 4.35809334433074e-07 3.51883414925323e-07 8.53408474656484e-07 1.45299795832146e-06 6.72710092323069e-08 2.43331788886192e-07 5.42944169051096e-07 4.93444864592643e-07
k127_56051495_1 1308 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_141116083_4 1113 0 0 0 0 0 0 0 4.09145431439152e-08 0 0 0 0 0 0 0 6.72710092323069e-08 0 0 0
k127_101964286_5 9729 0 0 0 0 0 0 0 0 0 0 0 2.90539556288716e-07 0 0 6.18297003541049e-08 0 0 2.03604063394161e-07 0
k127_147867866_1 1224 0 0 0 0 0 0 0 0 0 0 0 3.63174445360895e-08 0 0 0 0 0 0 0
k127_10313363_1 285 1.07646303526407e-07 3.39983189191227e-08 0 7.15972776280738e-08 1.07353154304056e-07 1.31068261158666e-07 1.87575422905204e-07 0 3.64371214251404e-08 2.97701154660721e-08 2.89682879082818e-07 3.63174445360895e-08 3.90981572139247e-08 1.93956471512837e-07 4.01893052301682e-07 6.72710092323069e-08 6.08329472215479e-08 3.39340105656935e-07 3.61859567367938e-07
k127_10314098_2 732 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_128185249_7 6069 0 0 0 7.15972776280738e-08 0 0 0 0 0 0 2.17262159312113e-07 0 3.90981572139247e-08 0 0 0 0 1.01802031697081e-07 0
k127_56067554_21 888 0 0 0 0 0 0 0 0 0 0 7.24207197707044e-08 0 3.90981572139247e-08 1.5516517721027e-07 0 1.0090651384846e-07 6.08329472215479e-08 6.78680211313871e-08 1.97377945837057e-07
k127_174094681_1 921 0 3.39983189191227e-08 0 3.57986388140369e-08 1.07353154304056e-07 2.1844710193111e-08 9.37877114526019e-08 8.18290862878305e-08 0 0 7.24207197707044e-08 1.45269778144358e-07 7.81963144278495e-08 1.93956471512837e-07 6.18297003541049e-08 1.0090651384846e-07 3.0416473610774e-08 6.78680211313871e-08 0
k127_213091551_3 1248 0 0 6.4569286217857e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_180533244_1 1074 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_180533244_2 990 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_180533244_3 1260 0 0 0 0 0 0 0 2.04572715719576e-08 7.28742428502807e-08 2.97701154660721e-08 0 0 0 0 0 0 0 0 0
k127_180533244_4 657 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_180533244_5 1011 0 0 0 0 0 0 0 0 7.28742428502807e-08 0 0 0 0 0 0 0 0 0 0
k127_180533244_6 552 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_95479019_1 882 0 0 0 7.15972776280738e-08 0 0 0 0 0 5.95402309321443e-08 3.62103598853522e-08 0 0 0 0 0 0 0 0
k127_258977557_6 2619 0 0 0 0 0 0 3.12625704842006e-08 4.09145431439152e-08 0 0 3.62103598853522e-08 3.63174445360895e-08 0 3.87912943025674e-08 3.09148501770524e-08 3.36355046161535e-08 0 3.39340105656935e-08 6.57926486123524e-08
k127_213094671_21 1401 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_239365456_8 963 1.79410505877345e-07 0 2.25992501762499e-07 0 1.61029731456085e-07 6.55341305793329e-08 1.56312852421003e-07 1.02286357859788e-07 0 2.97701154660721e-08 0 3.63174445360895e-08 0 1.16373882907702e-07 6.18297003541049e-08 0 0 0 1.31585297224705e-07
k127_121558026_1 3492 1.79410505877345e-07 1.44492855406272e-05 2.71191002114999e-06 7.12392912399335e-06 2.57647570329735e-06 1.04854608926933e-06 4.18918444488288e-06 2.08664170033968e-06 2.84209547116095e-06 6.54942540253587e-07 4.12798102693015e-06 6.900314461857e-07 3.40153967761145e-06 6.20660708841079e-07 1.9476355611543e-06 2.35448532313074e-07 2.10786162122664e-05 2.27357870790147e-06 1.61191989100263e-06
k127_134657353_4 198 0 1.01994956757368e-07 0 0 0 0 0 1.63658172575661e-07 0 0 0 0 0 0 6.18297003541049e-08 0 1.82498841664644e-07 0 0
k127_121558914_2 969 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.57926486123524e-08
k127_69174523_13 1290 0 0 0 0 0 0 0 0 0 5.95402309321443e-08 0 0 0 0 0 0 0 0 0
k127_186960163_2 1680 1.07646303526407e-07 0 1.29138572435714e-07 0 4.02574328640211e-07 1.74757681544888e-07 3.43888275326207e-07 1.02286357859788e-07 7.28742428502807e-08 2.38160923728577e-07 3.2589323896817e-07 3.99491889896985e-07 2.34588943283548e-07 1.93956471512837e-07 9.27445505311573e-08 1.34542018464614e-07 1.5208236805387e-07 3.05406095091242e-07 3.94755891674115e-07
k127_95490367_1 1002 7.17642023509379e-08 0 0 0 5.36765771520282e-08 0 0 0 7.28742428502807e-08 5.95402309321443e-08 3.62103598853522e-08 0 0 0 0 3.36355046161535e-08 0 0 3.28963243061762e-08
k127_239373214_2 1059 3.2293891057922e-07 2.03989913514736e-07 0 7.15972776280738e-08 0 5.24273044634663e-07 2.50100563873605e-07 2.04572715719576e-07 1.45748485700561e-07 5.95402309321443e-08 4.34524318624226e-07 3.63174445360895e-08 7.81963144278495e-08 7.75825886051349e-08 1.85489101062315e-07 2.69084036929228e-07 0 2.71472084525548e-07 2.96066918755586e-07
k127_115148465_1 2751 0 0 0 0 0 0 0 0 0 5.95402309321443e-08 0 0 0 0 0 0 0 0 0
k127_10338871_4 1074 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_10338871_6 2208 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_128210443_4 1347 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_128210443_15 1416 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_128210443_16 636 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_193521654_4 1800 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_101997582_1 1032 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_239377629_1 1305 0 0 0 0 0 0 0 0 0 2.97701154660721e-08 0 0 0 0 0 0 6.08329472215479e-08 0 0
k127_49574532_4 1158 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_121569575_1 1263 2.15292607052814e-07 0 1.93707858653571e-07 7.15972776280738e-08 2.95221174336155e-07 1.31068261158666e-07 6.25251409684013e-08 8.18290862878305e-08 0 0 1.08631079656057e-07 2.17904667216537e-07 0 1.5516517721027e-07 0 0 1.21665894443096e-07 3.05406095091242e-07 6.57926486123524e-08
k127_62738737_2 558 0 0 0 0 0 2.1844710193111e-08 6.25251409684013e-08 2.04572715719576e-08 0 1.78620692796433e-07 0 0 0 0 9.27445505311573e-08 0 0 3.39340105656935e-08 3.28963243061762e-08
k127_43132631_2 2574 1.07646303526407e-07 0 0 0 0 0 0 0 7.28742428502807e-08 0 0 0 0 0 0 0 0 0 1.31585297224705e-07
k127_259001729_15 1518 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_259001729_49 2163 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_259003287_1 864 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_226318711_4 1083 0 0 0 0 1.07353154304056e-07 8.73788407724438e-08 9.37877114526019e-08 4.09145431439152e-08 7.28742428502807e-08 0 0 7.2634889072179e-08 1.17294471641774e-07 0 1.2365940070821e-07 5.38168073858456e-07 0 1.01802031697081e-07 6.57926486123524e-07
k127_121579157_5 3075 2.15292607052814e-07 4.75976464867718e-07 1.29138572435714e-07 5.36979582210554e-07 2.14706308608113e-07 6.55341305793329e-08 1.25050281936803e-07 2.65944530435449e-07 3.27934092826263e-07 2.97701154660721e-07 7.24207197707044e-08 5.08444223505253e-07 7.03766829850645e-07 2.32747765815405e-07 8.34700954780416e-07 5.38168073858456e-07 1.15582599720941e-06 6.44746200748177e-07 2.26984637712616e-06
k127_160963841_6 4200 0 0 0 0 5.36765771520282e-08 0 0 0 1.82185607125702e-07 0 0 0 0 1.16373882907702e-07 0 0 6.08329472215479e-08 0 0
k127_69195385_8 2646 0 0 0 3.57986388140369e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_69195385_9 2559 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_160968132_4 261 0 8.19359485950858e-06 1.38823965368392e-06 3.15028021563525e-06 1.01985496588854e-06 4.5873891405533e-07 3.12625704842006e-06 1.57520991104074e-06 1.63967046413132e-06 2.67931039194649e-07 2.31746303266254e-06 3.99491889896985e-07 1.72031891741269e-06 5.04286825933377e-07 1.51482765867557e-06 2.01813027696921e-07 1.44782414387284e-05 8.14416253576645e-07 1.01978605349146e-06
k127_160970046_1 1305 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.39340105656935e-08 0
k127_167498708_4 1599 0 0 0 0 0 2.1844710193111e-08 0 4.09145431439152e-08 7.28742428502807e-08 0 0 0 0 3.87912943025674e-08 1.85489101062315e-07 0 9.12494208323219e-08 3.39340105656935e-08 1.31585297224705e-07
k127_16949633_1 363 0 0 0 0 0 0 0 0 0 2.97701154660721e-08 0 0 0 0 0 0 0 0 6.57926486123524e-08
k127_95516723_1 714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_36563417_2 2937 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_174140145_5 654 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_69209237_1 1071 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.72710092323069e-08 0 0 0
k127_56118265_4 906 7.17642023509379e-08 0 1.29138572435714e-07 0 2.68382885760141e-08 8.73788407724438e-08 2.50100563873605e-07 6.13718147158728e-08 7.28742428502807e-08 5.95402309321443e-08 7.24207197707044e-08 2.54222111752627e-07 1.56392628855699e-07 3.87912943025674e-08 2.4731880141642e-07 1.0090651384846e-07 3.0416473610774e-08 1.01802031697081e-07 0
k127_154402357_1 390 2.51174708228282e-07 4.75976464867718e-07 4.1970036041607e-07 2.50590471698258e-07 1.61029731456085e-07 4.80583624248441e-07 3.12625704842006e-08 4.2960270301111e-07 3.64371214251404e-08 4.1678161652501e-07 7.24207197707044e-08 3.63174445360895e-08 1.17294471641774e-07 3.87912943025674e-08 0 1.0090651384846e-07 0 1.35736042262774e-07 3.28963243061762e-07
k127_245915935_2 927 2.15292607052814e-07 0 0 3.57986388140369e-08 2.68382885760141e-08 4.36894203862219e-08 6.25251409684013e-08 1.02286357859788e-07 1.09311364275421e-07 1.19080461864289e-07 0 3.63174445360895e-08 7.81963144278495e-08 0 2.4731880141642e-07 0 0 0 1.64481621530881e-07
k127_193552024_1 702 3.58821011754689e-08 0 0 0 1.07353154304056e-07 0 0 1.02286357859788e-07 3.27934092826263e-07 0 0 1.45269778144358e-07 3.90981572139247e-08 0 0 0 0 2.71472084525548e-07 6.57926486123524e-08
k127_128244877_1 1269 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_252532745_9 2256 0 0 1.29138572435714e-07 0 1.61029731456085e-07 0 1.25050281936803e-07 0 3.64371214251404e-08 1.19080461864289e-07 0 1.08952333608268e-07 1.17294471641774e-07 3.87912943025674e-08 9.27445505311573e-08 0 0 1.35736042262774e-07 9.86889729185287e-08
k127_115190314_6 2271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_75775707_1 1296 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.12494208323219e-08 0 0
k127_239417913_1 1023 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_245928242_21 1719 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_193568154_2 714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_252543178_1 576 5.74113618807503e-07 1.69991594595614e-05 3.61588002819999e-06 9.59403520216189e-06 2.73750543475344e-06 1.04854608926933e-06 6.75271522458734e-06 3.25270617994126e-06 3.17002956398721e-06 2.67931039194649e-07 4.0917706670448e-06 3.63174445360895e-07 3.67522677810893e-06 8.14617180353916e-07 2.56593256469535e-06 2.69084036929228e-07 2.34206846802959e-05 2.03604063394161e-06 1.01978605349146e-06
k127_128262046_7 735 0 3.39983189191227e-08 0 0 2.68382885760141e-08 0 0 8.18290862878305e-08 0 0 0 0 3.90981572139247e-08 0 3.09148501770524e-08 0 0 0 0
k127_141200717_3 936 0 0 0 0 0 0 0 0 0 0 3.62103598853522e-08 0 0 0 0 1.34542018464614e-07 6.08329472215479e-08 3.39340105656935e-08 0
